node_id,node_attr
139,"""The Caring Together program helps women and their children overcome substance abuse and start a new life without drugs and alcohol. The program utilizes a multiphase, multidisciplinary approach to treat the addiction and any other issues that may have caused or resulted from substance use.This program provides:- Comprehensive treatment needs assessment- Individual and group counseling- Psychiatric evaluation and treatment, including medication-assisted treatment (MAT)- Substance use education including relapse prevention- Trauma-informed care- Anger management classes- Life skills training- Grief and loss groups- DHS evaluations- A safe recovery environment- Access to medical and dental care- Transportation assistance- GED/ABE program referrals- Medical insurance assistance- Employment training referrals- Housing referralsFor women with children, the program offers:- Parenting education- Family reunification assistance- Coordinated case management- Child care during treatment- Child development assessments- Assistance with health care, head-start programs, after-school programs, school-related issues, etc.The program offers a safe recovery environment and is especially beneficial to those who are pregnant or parenting, members of the LGBTQI+ community, and survivors of abuse, as well as anyone experiencing mental health challenges or domestic violence."""
140,"""This program helps people who are older than 17 years old.', 'This program serves women, and women with children who are seeking treatment for substance use disorder."""
141,"Opioid Treatment Program (Northeast Treatment Centers, Inc,)"
142,40.0294574
143,NotSpecified
144,Adults
145,Counseling
146,Detox
147,"""19136"""
148,"""Opioid Treatment Program (Northeast Treatment Centers, Inc,)_6410727744077824"""
149,"""Opioid Treatment Program (Northeast Treatment Centers, Inc,)"""
150,"""7520 State Road, Philadelphia, PA 19136"""
151,"AB-Opioid Treatment Program (Northeast Treatment Centers, Inc,)"
152,"P-Opioid Treatment Program (Northeast Treatment Centers, Inc,)"
153,19136
154,"""tel:+1-267-348-3550"""
155,"""This program provides Medication-Assisted Treatment services for those addicted to opiods such as oxycodone, codeine, fentanyl, morphine, heroin and others. Common treatment drugs are methadone, buprenorphine (Suboxone and Subutex), or naltrexone. Check with this program to see what options are available."""
156,Behavioral Health Services (Covenant House Inc)
157,40.034643
158,AllAges
159,Depression
160,"""Behavioral Health Services (Covenant House Inc)_5683092086849536"""
161,"""Behavioral Health Services (Covenant House Inc)"""
162,"""8125 Stenton Avenue, Philadelphia, PA 19150"""
163,AB-Behavioral Health Services (Covenant House Inc)
164,P-Behavioral Health Services (Covenant House Inc)
165,"""tel:+1-215-248-7560"""
166,"""Behavioral Health Services program offers depression counseling and management, behavioral health counseling and management and alcohol dependency management. Services include:- Behavioral HealthPayment methods include private insurance, medicaid/medicare, and sliding scale fees for uninsured clients."""
167,"""Tuesday from 09:00 to 17:00"""
168,"""Thursday from 09:00 to 17:00"""
169,"""Saturday from 08:30 to 12:00"""
170,"""Monday from 09:00 to 17:00"""
171,"""Friday from 09:00 to 17:00"""
172,"""Wednesday from 09:00 to 20:00"""
173,Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
174,39.8442874
175,SlidingScale
176,"""19147"""
177,"""https://www.facebook.com/jeffersonhospital/"""
178,"""https://www.twitter.com/@TJUHospital"""
179,"""Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)_6472488910454784"""
180,"""Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)"""
181,"""443 Laurel Oak Road, Voorhees Township, NJ 19147"""
182,AB-Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
183,P-Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience)
184,19147
185,"""tel:+1-800-533-3669"""
186,"""Jefferson Health serves adults experiencing a severe or acute mental disorder through their Adult Outpatient Psychiatry services.This program provides:- Psychosocial and psychiatric evaluations- Outpatient mental health treatmentTreatment may include:- Individual therapy- Group psychotherapy- Medical/surgical consultation The program is staffed by resident psychiatrists and psychologists and provides patients with the latest treatments for a variety of psychiatric disorders. Jefferson Health accepts Medical Assistance (Medicaid) and Self-Pay with a sliding scale fee schedule."""
187,"""This program helps people who are older than 17 years old."""
188,Clinical Services (Cohen Veteran's Network)
189,39.9565128
190,SupportNetwork
191,Spanish
192,FinancialAssistance
193,Seniors
194,ActiveDuty
195,Veterans
196,Dependents
197,AllDisabilities
198,Spouses
199,"""https://www.facebook.com/cohenveteransnetwork/"""
200,"""https://www.twitter.com/@CohenVeterans"""
201,"""Clinical Services (Cohen Veteran's Network)_6569331327631360"""
202,"""Clinical Services (Cohen Veteran's Network)"""
203,"""This program covers residents of the following cities: Anchorage, AK, Fairbanks, AK, Los Angeles, CA, Oceanside, CA, San Diego, CA, Colorado Springs, CO, Denver, CO, Washington, DC, Jacksonville, FL, Tampa, FL, Hinesville, GA, Honolulu, HI, Fayetteville, NC, Jacksonville, NC, New York, NY, Lawton, OK, Philadelphia, PA, Clarksville, TN, Dallas, TX, Killeen, TX, San Antonio, TX, Virginia Beach, VA and Tacoma, WA."""
204,"""3535 Market Street, Philadelphia, PA 19104"""
205,AB-Clinical Services (Cohen Veteran's Network)
206,P-Clinical Services (Cohen Veteran's Network)
207,"""tel:+1-844-336-4226"""
208,"""The Cohen's Veteran's Network provides clinical services to veterans, active duty military, and their families. This program provides high-quality, accessible and integrated mental health care.This program provides:- Evidence based therapy services This program also provides support and referrals for related needs including unemployment, housing, finance and education. They also offer in-home services, telehealth and childcare are offered on a clinic-by-clinic basis. Please check the nearest clinic for more information on provided services."""
209,"""Wednesday from 08:30 to 19:00"""
210,"""Tuesday from 08:30 to 19:00"""
211,"""Monday from 08:30 to 17:00"""
212,"""Thursday from 08:30 to 17:00"""
213,"""Friday from 08:30 to 17:00"""
214,"""This program serves veterans, active duty and their families. This program also support post-911 veterans and families."""
215,Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia)
216,40.0311924
217,AdoptionAndFosterCare
218,FosterYouth
219,"""Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia)_4821166195736576"""
220,"""Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia)"""
221,"""100 W Coulter St, Philadelphia, PA 19144"""
222,AB-Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia)
223,P-Services to Foster Children (SFC) program (Juvenile Justice Center of Philadephia)
224,"""tel:+1-215-849-2112"""
225,"""Services to Foster Children (SFC) program provides care and services to children and to their foster parents and to their natural families, through two teams of social workers.Services provided to foster children:- Counseling- TutoringSFC focuses on counseling the child and supporting the foster parents while we work intensively with the natural family in order to resolve problems that necessitated placement and to achieve the goal of reunification. Through fund-raising, we are able to obtain tutoring for some of our foster and kinship children. Many of our children are behind in basic skills such as math and reading.Must have consent signed by people who have custody of the children."""
226,"""Must have consent signed by whoever has custody of the child."""
227,Clinica Bienestar (The Institute for Community Justice)
228,39.9927048
229,HealthEducation
230,HivAids
231,InfectiousDisease
232,CaseManagement
233,PreventAndTreat
234,LimitedEnglish
235,TemporarilyClosed
236,HivTreatment
237,MedicalCare
238,DiseaseManagement
239,DiseaseScreening
240,"""19134"""
241,"""https://www.facebook.com/pages/Philadelphia-FIGHT/80411861715"""
242,"""https://www.twitter.com/@PhillyFIGHT"""
243,"""Clinica Bienestar (The Institute for Community Justice)_5989492794851328"""
244,"""Clinica Bienestar (The Institute for Community Justice)"""
245,"""1233 Locust Street, Philadelphia, PA 19107"""
246,AB-Clinica Bienestar (The Institute for Community Justice)
247,P-Clinica Bienestar (The Institute for Community Justice)
248,19134
249,"""tel:+1-267-436-3125"""
250,"""Clinica Bienestar is a Spanish-speaking comprehensive HIV primary care clinic. Clinica Bienestar staff are especially skilled in providing medical and social services to individuals who are actively using or have a history of using injection drugs and have received inconsistent HIV medical care.Services provided:- HIV primary care- Hepatitis C treatment - HIV PrEP- Wound care- Medical case management- Medication-assisted treatment- Harm reduction servicesAll patients are served regardless of their ability to pay. We accept both Medicaid and Medicare."""
251,"""Wednesday from 09:00 to 17:00"""
252,"""Monday Closed"
253,"""Tuesday from 13:00 to 17:00"""
254,"""Friday Closed"
255,"""Thursday Closed"
256,"Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)"
257,40.0182914
258,MedicationsForAddiction
259,"""Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)_6479544444649472"""
260,"""Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)"""
261,"""4821 Frankford Avenue, Philadelphia, PA 19124"""
262,"AB-Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)"
263,"P-Crossroads Treatment Center of NE Philadelphia (ARS Treatment Centers, P.C.)"
264,"""tel:+1-800-805-6989"""
265,"""""""Crossroads Treatment Center of NE Philadelphia offers Buprenorphine, Sublocade and Brixadi to treat Opioid Use DisorderThis program provides:- Addiction & Recovery- Medications for AddictionThis program may be full cost and/or accept some insurances, including Medicare and Medicaid. Please contact Crossroads for more information about cost."""""""
266,"""Wednesday from 10:00 to 18:00"""
267,"""This program serves individuals with Substance Use Disorder."""
268,Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House)
269,39.9714613
270,InterpretationServicesAvailable
271,"""19125"""
272,"""https://www.twitter.com/@LSHphilly"""
273,"""https://www.facebook.com/LutheranSettlementHouse/"""
274,"""Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House)_6285413021384704"""
275,"""Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House)"""
276,"""1340 Frankford Avenue, Philadelphia, PA 19125"""
277,AB-Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House)
278,P-Bilingual Domestic Violence Program - Counseling (Lutheran Settlement House)
279,19125
280,"""tel:+1-215-426-8610"""
281,"""""""Our Bilingual Domestic Violence Program provides free and confidential counseling services in Spanish and English for victims and former victims of domestic and dating abuse. Interpretation services are available for non-Spanish and non-English speakersWe provide:- Individual counseling, crisis intervention and advocacy- Support groups- Childcare can be available during counseling sessions upon requestWe provide these services for free of charge. To make a confidential counseling appointment, please call 215-426-8610 ext. 1282."""""""
282,Primary Care for Adults on Medicare (Oak Street Health)
283,39.9797997
284,39.9558148
285,Diabetes
286,LowIncome
287,NutritionEducation
288,AfricanAmerican
289,NativeAmerican
290,Latino
291,ChronicIllness
292,PrimaryCare
293,Asian
294,InHomeSupport
295,"""19131"""
296,"""https://www.twitter.com/@oakstreethealth"""
297,"""https://www.facebook.com/OakStreetHealth/"""
298,"""Primary Care for Adults on Medicare (Oak Street Health)_5460303324381184"""
299,"""Primary Care for Adults on Medicare (Oak Street Health)"""
300,"""This program covers residents of the following counties: Jefferson County, AL, Mobile County, AL, Maricopa County, AZ, Pima County, AZ, Pinal County, AZ, Adams County, CO, Arapahoe County, CO, Denver County, CO, El Paso County, CO, Clayton County, GA, Dekalb County, GA, Fulton County, GA, Gwinnett County, GA, Richmond County, GA, Cook County, IL, Kane County, IL, Lake County, IL, Peoria County, IL, Saint Clair County, IL, Will County, IL, Winnebago County, IL, Lake County, IN, Marion County, IN, St Joseph County, IN, Allen County, IN, Fayette County, KY, Jefferson County, KY, East Baton Rouge Parish, LA, Jefferson Parish, LA, Orleans Parish, LA, Macomb County, MI, Oakland County, MI, Wayne County, MI, Genesee County, MI, Kalamazoo County, MI, Kent County, MI, Hinds County, MS, Saint Louis County, MO, Jackson County, MO, Bernalillo County, NM, Bronx County, NY, Kings County, NY, New York County, NY, Queens County, NY, Cumberland County, NC, Forsyth County, NC, Mecklenburg County, NC, Wake County, NC, Durham County, NC, Guilford County, NC, Cuyahoga County, OH, Hamilton County, OH, Lucas County, OH, Montgomery County, OH, Summit County, OH, Trumbull County, OH, Oklahoma County, OK, Tulsa County, OK, Philadelphia County, PA, Berks County, PA, Montgomery County, PA, Kent County, RI, Providence County, RI, Greenville County, SC, Richland County, SC, Spartanburg County, SC, Knox County, TN, Shelby County, TN, Dallas County, TX, Gregg County, TX, Harris County, TX, Smith County, TX and Tarrant County, TX."""
301,"""37 South 40th Street, Philadelphia, PA 19104"""
302,"""5050 Parkside Avenue, Philadelphia, PA 19131"""
303,AB-Primary Care for Adults on Medicare (Oak Street Health)
304,P-Primary Care for Adults on Medicare (Oak Street Health)
305,19131
306,"""tel:+1-888-219-1674"""
307,"""tel:+1-267-635-2941"""
308,"""""""Oak Street Health's primary care providers serve the specific healthcare needs of older adults on MedicareThis program provides:- Primary care- Preventative care- Mental health services- Treatment of chronic conditions like diabetes, heart and lung disease, weight management, and depression- Social activities and events- 24/7 patient support lineWe accept all forms of Medicare, including Original Medicare Part B, select Medicare Advantage plans, Medicare Supplement or Medigap plans and Medicare-Medicaid PlansTo schedule an appointment or learn more, please call 888-219-1674 or visit our website."""""""
309,"""Monday from 08:40 to 17:00"""
310,"""Friday from 08:40 to 17:00"""
311,"""Thursday from 08:40 to 17:00"""
312,"""Wednesday from 08:40 to 17:00"""
313,"""Tuesday from 08:40 to 17:00"""
314,"""Must have Medicare."""
315,Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)
316,Uninsured
317,"""Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)_5664762984398848"""
318,"""Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)"""
319,"""This program covers residents of the following counties: Chester County, PA and Philadelphia County, PA."""
320,AB-Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)
321,P-Outpatient Behavioral Health (Tower Health - Tower -Drexel Academic Medical Group)
322,"""Tower-Drexel Academic Medical Group provides outpatient psychiatry and behavioral health services to adults age 18 and over. This program provides: - Individual counseling- Group therapy- Medications for mental healthThey offer compassionate support and guidance to help with:- Addiction and substance-use disorders- Anxiety- Behavior disorders- Health problems, including chronic pain- Depression and bipolar disorder- Eating disorders, including anorexia, bulimia, and binge eating- Family, marriage, and relationship issues- Grief and loss- Obsessive-compulsive disorder- Panic disorders and phobias- StressTower-Drexel Academic Medical Group accepts Medicaid and Medicare, and offers financial assistance based on income to uninsured and underinsured patients."""
323,Mental Health Counseling (The Attic Youth Center)
324,39.9477098
325,TransgenderOrNonBinary
326,AngerManagement
327,SexualAssaultSurvivors
328,Caregivers
329,VirtualSupport
330,DevelopmentalDisability
331,Immigrants
332,"""19102"""
333,"""https://www.twitter.com/@atticyouthcen"""
334,"""https://www.facebook.com/TheAtticYouthCenter/"""
335,"""Mental Health Counseling (The Attic Youth Center)_4914263431577600"""
336,"""Mental Health Counseling (The Attic Youth Center)"""
337,"""This program covers residents of the following counties: Philadelphia County, PA and Montgomery County, PA."""
338,"""255 South 16th Street, Philadelphia, PA 19102"""
339,AB-Mental Health Counseling (The Attic Youth Center)
340,P-Mental Health Counseling (The Attic Youth Center)
341,19102
342,"""tel:+1-215-545-4331"""
343,"""The Counseling Department of The Attic Youth Center provides counseling services to LGBTQ youth and young adults and their families/caregivers (biological or by choice). This service uses an LGBTQ affirmative and strength based approach that it is contextual, developmental and culturally sensitive.  This program provides: - Individual therapy- Group therapy- Family and couples therapyThe Attic’s clinical team is skilled in addressing a variety of challenges including:- Coming out- Gender questions- Problems at school- Depression and anxiety- Trauma and PTSD- Sexual abuse- Substance abuse- Violence and domestic violence- Anger management- Immigration transitions- Developmental delays- Behavioral and family dynamics as related to the LGBTQ experienceAll Attic counselors and therapists are masters or PhD level and have significant experience working with LGBTQ youth.  To inquire about counseling or to make an appointment, please call The Attic’s counseling line and leave a confidential voicemail message with your name and the best way to reach you. A staff member will return your call. You can also reach out by email.All counseling services are currently virtual."""
344,"""Monday from 10:00 to 18:00"""
345,"""Friday from 10:00 to 19:00"""
346,"""Tuesday from 10:00 to 19:00"""
347,"""Wednesday from 10:00 to 19:00"""
348,"""Thursday from 10:00 to 18:00"""
349,"""This program helps people who are 14 to 23 years old.', 'This program serves Lesbian, Gay, Bisexual, Transgender and Questioning (LGBTQ) youth and young adults, up to the age of 23, and their families/caregivers (biological or by choice)"""
350,"Open Door Clubhouse (COMHAR, Inc.)"
351,39.9935988
352,SupportedEmployment
353,BasicLiteracy
354,SpecializedTraining
355,ResumeDevelopment
356,SkillsAndTraining
357,ComputerClass
358,InterviewTraining
359,DailyLifeSkills
360,"""https://www.facebook.com/Open-Door-Clubhouse-893763780697216/"""
361,"""Open Door Clubhouse (COMHAR, Inc.)_5715547962605568"""
362,"""Open Door Clubhouse (COMHAR, Inc.)"""
363,"""This program covers residents of the following counties: Montgomery County, PA, Northampton County, PA and Philadelphia County, PA."""
364,"""3147 Emerald Street, Philadelphia, PA 19134"""
365,"AB-Open Door Clubhouse (COMHAR, Inc.)"
366,"P-Open Door Clubhouse (COMHAR, Inc.)"
367,"""tel:+1-215-427-5763"""
368,"""""""The Open Door Clubhouse is a community-based employment and mental health program. The mission of Open Door Clubhouse is to offer persons with mental health challenges a safe and healing environment wherein each person is given the opportunity to explore their personal and vocational potentials to their fullest, receive support in achieving their goals in employment and education, and achieve their highest level of independenceThis program provides:The “Work-Ordered Day” (opportunities to develop job skills in any of several in-house Clubhouse work units ( i.e administrative, food service, janitorial))• Access to paid employment through its Transitional Employment (TE) and Supported Employment (SE) Programs• Assistance with accessing community-based educational resources• Opportunities to participate in social and leisure activities•	Assistance with job placement and job applications·	Resume writing and interviewing techniques·	Participation in consensus-based decision-making regarding Clubhouse operations"""""""
369,"""""""The Open Door Clubhouse is a community-based employment and mental health program. The mission of Open Door Clubhouse is to offer persons with mental health challenges a safe and healing environment wherein each person is given the opportunity to explore their personal and vocational potentials to their fullest, receive support in achieving their goals in employment and education, and achieve their highest level of independenceThis program provides:The “Work-Ordered Day” (opportunities to develop job skills in any of several in-house Clubhouse work units ( i.e administrative, food service, janitorial))• Access to paid employment through its Transitional Employment (TE) and Supported Employment (SE) Programs• Assistance with accessing community-based educational resources• Opportunities to participate in social and leisure activities• Assistance with job placement and job applications· Resume writing and interviewing techniques· Participation in consensus-based decision-making regarding Clubhouse operations"""""""
370,"""Tuesday from 08:30 to 16:30"""
371,"""Wednesday from 08:30 to 16:30"""
372,"""Thursday from 08:30 to 16:30"""
373,"""Friday from 08:30 to 16:30"""
374,"""Monday from 08:30 to 16:30"""
375,"""This program helps people who are older than 17 years old.', 'This program serves adults with a mental illness diagnosis."""
376,Community Services Division (CORA Services)
377,40.0815149
378,"""19111"""
379,"""Community Services Division (CORA Services)_4721819823112192"""
380,"""Community Services Division (CORA Services)"""
381,"""This program covers residents of the following counties: Bucks County, PA, Burlington County, PA, Camden County, PA, Cecil County, PA, Chester County, PA, Delaware County, PA, Gloucester County, PA, Montgomery County, PA, New Castle County, PA, Philadelphia County, PA and Salem County, PA."""
382,"""8540 Verree Rd, Philadelphia, PA 19111"""
383,AB-Community Services Division (CORA Services)
384,P-Community Services Division (CORA Services)
385,19111
386,"""tel:+1-215-342-7660"""
387,"""This program offers substance dependency treatment services on a sliding scale fee."""
388,"""Monday from 08:00 to 21:00"""
389,"""Tuesday from 08:00 to 21:00"""
390,"""Wednesday from 08:00 to 21:00"""
391,"""Thursday from 08:00 to 21:00"""
392,Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware)
393,40.0337108
394,Meals
395,Recreation
396,OccupationalTherapy
397,ResidentialTreatment
398,"""19128"""
399,"""https://www.twitter.com/@SalArmyPhilly"""
400,"""https://www.facebook.com/SalvationArmyPhiladelphia"""
401,"""Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware)_5640613282447360"""
402,"""Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware)"""
403,"""This program covers residents of the following counties: Dauphin County, PA, Lackawanna County, PA and Philadelphia County, PA."""
404,"""4555 Pechin Street, Philadelphia, PA 19128"""
405,AB-Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware)
406,P-Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware)
407,19128
408,"""tel:+1-800-728-7825"""
409,"""The Salvation Army’s Adult Rehabilitation Centers provide spiritual, social, and emotional assistance for men and women who have lost the ability to cope with their problems and provide for themselves. Centers offers residential housing, work, and group and individual therapy, all in a clean, wholesome environment.Services provided:- Clean and healthy living environment- Good food - Work therapy - Leisure time activities- Group and individual counseling - Spiritual direction- Resources to develop life skills and a personal relationship with God as provided by Jesus Christ.The physical and spiritual care that program participants receive prepares them to re-enter society and return to gainful employment. Many of those who have been rehabilitated are reunited with their families and resume a normal life.The ARC program is made possible through the generosity of those who donate goods that can be sold in our family thrift stores and provide services that are made available to the participants of our programs."""
410,"""Thursday from 10:00 to 19:00"""
411,"""Monday from 10:00 to 19:00"""
412,Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System)
413,40.0434701
414,PsychiatricEmergencyServices
415,"""https://www.facebook.com/FairmountBH"""
416,"""Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System)_5123224728502272"""
417,"""Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System)"""
418,"""561 Fairthorne Avenue, Philadelphia, PA 19128"""
419,AB-Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System)
420,P-Youth Inpatient Psychiatric Services (Fairmount Behavioral Health System)
421,"""tel:+1-215-487-4100"""
